id,street,houseNumber,zip,city,lat,lon,brand,features,mtsk-id,fuelBonus,partnerName,normalized brand
404,Friedrich-List-Str.,11,14482,Potsdam,52.39231,13.084542,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2597-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
405,Schloßstr.,57,64668,Rimbach,49.6162,8.7559,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2591-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
406,Ratzeburger Str.,1,24113,Kiel,54.303883,10.129957,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-261a-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
407,Neustrelitzer Str.,125,17033,Neubrandenburg,53.525993,13.262386,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25be-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
408,Tuchmacherstr.,1,17094,Burg Stargard,53.49817,13.305463,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24d8-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
409,Bergheimer Str.,12,41515,Grevenbroich,51.08973,6.582075,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24f3-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
410,Im Remenfeld,5,38104,Braunschweig,52.28569,10.587955,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24d4-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
411,Lübzer Chaussee,6a,19370,Parchim,53.434963,11.870636,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2522-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
412,Tharandter Str.,48,1159,Dresden,51.036,13.704583,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2610-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
413,Hauptstr.,1,38110,Braunschweig,52.318237,10.515278,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24d5-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
414,An Der Mühle,1,18311,Ribnitz-Damgarten,54.254658,12.491396,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2529-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
415,Lpg Str.,1,3222,Lübbenau,51.85037,13.906728,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24f6-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
416,Braunstr.,1,4347,Leipzig,51.358972,12.429656,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25bc-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
417,Eilenburger Str.,79a,4860,Torgau,51.552326,12.971549,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2560-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
418,Sachsenstr.,9,9244,Lichtenau,50.90705,12.977761,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-251e-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
419,Weserstr.,2,38120,Braunschweig,52.241684,10.478508,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-258e-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
420,Pariser Str.,190,67655,Kaiserslautern,49.442535,7.745478,HEM,"mtsk'
'fuelBonus'
'fastLane",a252bf23-b4cf-49d8-9f1d-1700077e1f9e,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
421,Aldinger Str.,83,70806,Kornwestheim,48.867153,9.199628,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25b8-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
422,Chausseestr.,1a,23968,Gägelow,53.902645,11.37718,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24e5-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
423,Demminer Str.,80,17034,Neubrandenburg,53.585518,13.271152,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2621-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
424,Am Kalkbruch,2,19205,Gadebusch,53.68487,11.134461,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24e4-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
425,Braunschweiger Str.,1,38527,Meine,52.379425,10.534863,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25e4-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
426,Woldegker Chaussee,4,17235,Neustrelitz,53.344513,13.092077,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2564-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
427,Str. Der Völkerfreundschaft,2,7551,Gera,50.853195,12.090244,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2566-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
428,Königshütter Str.,7,38875,Elbingerode,51.767384,10.786208,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24e1-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
429,Daimlerstr.,1-Feb,89564,Nattheim,48.7029,10.2347,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2576-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
430,Prosigker Kreisstr. /,B183,6366,Köthen,51.74157,11.99935,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-261c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
431,Hannoversche Str.,9,37574,Einbeck,51.818325,9.855733,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25dd-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
432,Rosa-Luxemburg-Str.,113,16727,Velten,52.683846,13.180245,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2540-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
433,Hans-Mess-Str.,2,61440,Oberursel,50.224194,8.580523,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25a1-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
434,Keplerstr.,2,89073,Ulm,48.4024,9.9939,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-25c1-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
435,Vornhäger Str.,66a,31655,Stadthagen,52.327812,9.219954,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2538-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
436,Kirchheimer Str.,176/2,73265,Dettingen Unter Teck,48.62594,9.454249,HEM,"mtsk'
'fuelBonus'
'fastLane",ed444f06-8075-d108-e040-0b0a3dfe37b0,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
437,Karbacher Str.,26,97828,Marktheidenfeld,49.851,9.6113,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2573-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
438,Haselünner Str.,68,49584,Fürstenau,52.533237,7.667137,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24e3-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
439,Romain-Rolland-Str.,2,13089,Berlin,52.564816,13.448848,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-25ce-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
440,An Der Mühle,1,4838,Doberschütz,51.496346,12.744688,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24dc-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
441,Schönerlinder Str.,60-61,13127,Berlin,52.613243,13.433304,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2596-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
442,Rudolf Breitscheid Str.,1,6567,Bad Frankenhausen,51.353188,11.102475,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-256c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
443,Müllerstr.,168,13353,Berlin,52.542477,13.365372,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2581-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
444,Dorfstr.,1,31303,Burgdorf,52.444794,9.983819,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25d5-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
445,Rielingshäuser Str.,25,71672,Marbach Am Neckar,48.94324,9.26805,HEM,"mtsk'
'fuelBonus'
'fastLane",f46e8780-be1f-4cd0-aa4c-df92652452da,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
446,Nagolder Str.,64,72224,Ebhausen,48.580704,8.67997,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25ad-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
447,Schießstattweg,32,88677,Markdorf,47.7145,9.3967,HEM,"mtsk'
'fuelBonus'
'fastLane",a5ef492d-b807-47cc-a6bd-92b6189c47c4,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
448,An Der Heide,2,97714,Oerlenbach,50.14496,10.15089,HEM,"mtsk'
'fuelBonus'
'fastLane",4924d8e1-ee25-4a48-a7fc-4f705ac81166,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
449,Steinsfurter Str.,75,74889,Sinsheim,49.241737,8.906594,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2587-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
450,Rothenburger Str.,325,90431,Nürnberg,49.44145,11.028373,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-257a-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
451,Bodenborn,50,58452,Witten,51.420666,7.337554,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-262d-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
452,Okerstr.,12,38640,Goslar,51.912685,10.440884,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2614-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
453,Steinbrüchenstr.,1,99428,Grammetal Ot Nohra,50.96661,11.257139,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-251c-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
454,Erlenweg,1,89173,Lonsee,48.518314,9.908554,HEM,"mtsk'
'fuelBonus'
'fastLane",5ef3a27c-c979-4429-9ecf-f49e06acbf40,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
455,Karpendiek,1,23970,Kritzow,53.889973,11.530833,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-250b-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
456,Alt-Fermersleben,69,39122,Magdeburg,52.08952462,11.65889,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2513-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
457,Drönnewitzer Str.,50,17109,Demmin,53.905457,13.013949,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24db-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
458,Wallhausenstr.,40,57072,Siegen,50.86449,8.002536,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25c3-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
459,Verbindungschaussee,8c,18273,Güstrow,53.798294,12.201562,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-24f7-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
460,Grünwalder Str.,112,81547,München,48.10162,11.567095,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2561-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
461,Oberer Luß,2,89155,Erbach,48.32997,9.901369,HEM,"mtsk'
'fuelBonus'
'fastLane",6b139a14-117f-452f-b571-97b46214aae5,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
462,Kamener Str.,5,59368,Werne,51.661076,7.638393,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-2544-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
463,Sternenstr.,6,8066,Zwickau,50.731724,12.508102,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25ba-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
464,Staatsstr.,2,67480,Edenkoben,49.285416,8.140352,HEM,"mtsk'
'fuelBonus'
'fastLane",e991a489-6456-38af-e040-0b0a3dfe7c4f,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
465,Braunschweiger Str.,69,38518,Gifhorn,52.47442,10.543872,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24ec-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
466,Tessiner Str.,2,17179,Gnoien,53.974567,12.69475,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-24ee-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
467,Borsigstr.,22,51381,Leverkusen,51.0542351,7.0177866,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-2574-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
468,Herzberger Str.,52,4936,Schlieben,51.72253,13.374953,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-252f-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
469,Müdener Str.,47,29345,Unterlüß,52.844227,10.294575,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25f2-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
470,Robert-Bosch-Str.,13,71701,Schwieberdingen,48.881474,9.079297,HEM,"fuelBonus'
'mtsk'
'fastLane",e1a15081-254e-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
471,Buchholzer Str.,18,15755,Teupitz,52.123554,13.637756,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-253a-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
472,Donauwörther Str.,30,89407,Dillingen A. D. Donau,48.58219,10.49972,HEM,"mtsk'
'fuelBonus'
'fastLane",de8e5c94-f34d-4ae2-8763-76e4b05e8caf,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
473,Frankfurter Str.,1,61169,Friedberg,50.32901868,8.749961257,HEM,"mtsk'
'fastLane'
'fuelBonus",e1a15081-2613-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
474,Magdeburger Str.,2,68309,Mannheim,49.514175,8.546299,HEM,"mtsk'
'fuelBonus'
'fastLane",e1a15081-25aa-9107-e040-0b0a3dfe563c,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
475,Zur Gänswiese,11,63924,Kleinheubach,49.7248104,9.2007424,HEM,"mtsk'
'fuelBonus'
'fastLane",f0032a8d-45b6-f3b4-e040-0b0a3dfe5f0d,"{""APP_ONLY"":{""pointsPerLiter"":10,""pointsPerLiterP4G"":10},""DONGLE"":{""pointsPerLiter"":20,""pointsPerLiterP4G"":20}}",Deutsche Tamoil GmbH,HEM Tankstelle
